order_item_id,order_id,product_id,quantity,unit_price,line_amount
6358,4423,86,1,35919.27,35919.27
6359,9979,234,3,7074.83,21224.49
6360,4121,180,5,45266.95,226334.75
6361,8560,74,2,42630.4,85260.8
6362,915,253,2,12991.07,25982.14
6363,3709,91,4,33949.73,135798.92
6364,2553,67,2,1818.74,3637.48
6365,4086,27,5,39644.59,198222.95
6366,7576,196,4,8148.23,32592.92
6367,5362,145,3,29303.47,87910.41
6368,7216,85,2,26779.44,53558.88
6369,3473,192,1,49436.14,49436.14
6370,5834,282,4,6360.44,25441.76
6371,7512,167,4,13034.2,52136.8
6372,7129,58,4,25074.7,100298.8
6373,3058,225,4,18698.39,74793.56
6374,6976,145,2,13980.83,27961.66
6375,9163,66,1,22133.79,22133.79
6376,2583,185,1,658.24,658.24
6377,3463,129,4,26679.62,106718.48
6378,5869,211,5,19846.62,99233.1
6379,25,153,2,22702.64,45405.28
6380,9243,285,4,4623.96,18495.84
6381,3684,237,1,25780.25,25780.25
6382,507,134,1,13706.62,13706.62
6383,5960,25,4,33635.84,134543.36
6384,3749,212,2,8616.91,17233.82
6385,5015,95,1,10527.67,10527.67
6386,6295,229,1,13274.01,13274.01
6387,2422,17,1,37054.25,37054.25
6388,7002,169,4,21166.16,84664.64
6389,8225,162,4,37460.12,149840.48
6390,7312,102,5,43166.32,215831.6
6391,1158,113,3,6048.55,18145.65
6392,4698,94,4,6168.41,24673.64
6393,5715,246,1,30772.32,30772.32
6394,2649,274,3,14727.25,44181.75
6395,8955,69,4,27075.2,108300.8
6396,6187,264,2,3654.61,7309.22
6397,7722,142,5,8108.55,40542.75
6398,6192,284,1,43776.11,43776.11
6399,930,37,3,31095.77,93287.31
6400,2158,3,2,9159.57,18319.14
6401,57,227,5,34489.98,172449.9
6402,9757,169,4,17910.04,71640.16
6403,8706,191,1,20875.03,20875.03
6404,3204,130,2,18105.07,36210.14
6405,4242,100,5,34011.96,170059.8
6406,4635,37,4,37743.18,150972.72
6407,5562,93,5,24801.66,124008.3
6408,286,42,3,36077.73,108233.19
6409,9051,84,1,7235.7,7235.7
6410,3372,77,1,29458.02,29458.02
6411,4043,35,4,10908.82,43635.28
6412,9019,13,2,33080.54,66161.08
6413,2332,255,5,20010.99,100054.95
6414,2051,77,5,8108.57,40542.85
6415,596,22,2,48297.08,96594.16
6416,1561,42,1,40026.14,40026.14
6417,2577,218,3,14298.97,42896.91
6418,1075,156,4,24832.25,99329.0
6419,7020,54,4,49743.01,198972.04
6420,4215,246,2,39854.64,79709.28
6421,5566,127,5,11884.42,59422.1
6422,4193,89,4,44921.62,179686.48
6423,4677,29,1,25203.78,25203.78
6424,7872,42,4,15092.63,60370.52
6425,58,241,3,9050.52,27151.56
6426,5350,193,2,45302.9,90605.8
6427,3260,272,1,48728.7,48728.7
6428,3165,35,1,21134.61,21134.61
6429,1494,113,1,47099.11,47099.11
6430,9955,213,4,8274.85,33099.4
6431,9691,3,4,11682.97,46731.88
6432,4916,247,1,6016.64,6016.64
6433,3909,206,2,38981.89,77963.78
6434,2567,254,4,39124.37,156497.48
6435,4529,95,4,13783.03,55132.12
6436,9753,102,5,3010.39,15051.95
6437,7224,34,2,6562.21,13124.42
6438,7894,174,2,46898.02,93796.04
6439,3765,174,4,10586.31,42345.24
6440,6231,62,1,18765.87,18765.87
6441,47,275,3,47967.81,143903.43
6442,4255,25,4,26061.94,104247.76
6443,5000,107,3,4498.25,13494.75
6444,9123,214,5,12270.84,61354.2
6445,8827,180,5,39448.85,197244.25
6446,1641,81,5,30670.21,153351.05
6447,6793,181,1,2289.66,2289.66
6448,5481,171,5,30293.92,151469.6
6449,9052,269,4,21832.73,87330.92
6450,961,176,4,8702.67,34810.68
6451,9324,265,2,32774.15,65548.3
6452,9350,187,4,20963.75,83855.0
6453,6778,111,4,8745.04,34980.16
6454,3795,277,1,36164.43,36164.43
6455,8194,18,2,22399.65,44799.3
6456,7126,189,1,42032.91,42032.91
6457,8381,120,3,45425.07,136275.21
6458,4162,286,2,26131.26,52262.52
6459,3439,144,5,10906.2,54531.0
6460,3660,227,1,8573.56,8573.56
6461,9163,147,3,42054.16,126162.48
6462,4817,123,1,38766.37,38766.37
6463,3562,250,3,49471.13,148413.39
6464,986,65,5,6726.69,33633.45
6465,1314,20,5,34276.73,171383.65
6466,4998,122,5,12224.97,61124.85
6467,1500,98,2,4090.02,8180.04
6468,4009,48,5,47254.3,236271.5
6469,1125,12,4,18202.03,72808.12
6470,7894,287,5,37620.78,188103.9
6471,2421,271,5,14189.22,70946.1
6472,7854,259,1,34954.65,34954.65
6473,5546,270,5,44045.02,220225.1
6474,9096,180,5,12633.94,63169.7
6475,1526,249,2,21096.22,42192.44
6476,591,263,2,5022.38,10044.76
6477,5242,43,2,43456.22,86912.44
6478,9274,84,2,6151.15,12302.3
6479,140,236,5,14466.57,72332.85
6480,7160,175,4,35428.68,141714.72
6481,7245,46,5,49983.83,249919.15
6482,3543,87,4,10539.44,42157.76
6483,9139,67,4,49296.09,197184.36
6484,9222,242,3,4277.59,12832.77
6485,9262,225,2,41318.06,82636.12
6486,8176,254,1,18861.54,18861.54
6487,5342,220,1,15315.47,15315.47
6488,597,146,5,15784.56,78922.8
6489,4777,188,2,5765.89,11531.78
6490,2584,160,3,10341.79,31025.37
6491,5671,137,1,3059.87,3059.87
6492,2622,45,4,13992.69,55970.76
6493,8747,269,1,29752.6,29752.6
6494,6333,15,4,44550.28,178201.12
6495,929,149,3,20961.62,62884.86
6496,1023,58,4,12343.99,49375.96
6497,5683,242,2,3524.94,7049.88
6498,6733,274,3,23042.38,69127.14
6499,266,283,1,13644.22,13644.22
6500,5864,20,5,43966.14,219830.7
6501,2223,112,4,35687.92,142751.68
6502,3922,258,3,38486.95,115460.85
6503,6186,105,3,35072.1,105216.3
6504,2636,177,4,41955.6,167822.4
6505,5604,278,5,28921.42,144607.1
6506,1931,225,2,46468.41,92936.82
6507,530,3,1,35459.78,35459.78
6508,1209,115,3,41041.93,123125.79
6509,8895,6,1,34017.98,34017.98
6510,6781,47,3,17083.31,51249.93
6511,2416,220,1,7963.38,7963.38
6512,8048,203,1,16980.54,16980.54
6513,9199,33,5,12232.03,61160.15
6514,1462,25,3,11642.59,34927.77
6515,4098,235,3,19548.43,58645.29
6516,1442,110,1,20957.83,20957.83
6517,3171,261,1,8988.11,8988.11
6518,8988,278,4,48095.73,192382.92
6519,4602,275,1,29249.49,29249.49
6520,4979,283,5,25867.71,129338.55
6521,4284,182,4,39937.43,159749.72
6522,9384,286,5,13438.12,67190.6
6523,3944,282,5,3101.21,15506.05
6524,3000,183,3,13125.96,39377.88
6525,307,277,4,31104.6,124418.4
6526,1481,248,4,42895.13,171580.52
6527,5724,188,3,18988.55,56965.65
6528,7886,244,5,12725.88,63629.4
6529,508,138,5,46826.21,234131.05
6530,9582,6,5,18582.75,92913.75
6531,4761,149,3,15347.11,46041.33
6532,1020,185,4,18692.9,74771.6
6533,5698,36,5,24713.53,123567.65
6534,1833,252,1,26954.41,26954.41
6535,2251,117,1,9753.16,9753.16
6536,331,21,4,26683.92,106735.68
6537,2042,187,2,24419.93,48839.86
6538,8903,249,1,8530.09,8530.09
6539,6211,272,3,13971.57,41914.71
6540,2113,249,4,45996.6,183986.4
6541,3715,138,5,34826.52,174132.6
6542,1024,73,4,33279.42,133117.68
6543,1733,288,1,46786.37,46786.37
6544,9145,81,3,46628.19,139884.57
6545,7799,253,5,21224.72,106123.6
6546,5355,109,5,39347.72,196738.6
6547,3857,215,3,15723.46,47170.38
6548,5146,139,5,39459.07,197295.35
6549,7002,243,1,47624.1,47624.1
6550,307,272,5,1123.46,5617.3
6551,4519,243,2,42420.26,84840.52
6552,2339,66,1,37801.25,37801.25
6553,2048,163,3,1510.22,4530.66
6554,9278,25,2,9534.8,19069.6
6555,8,232,3,49524.69,148574.07
6556,63,133,5,5712.45,28562.25
6557,6762,281,3,7493.24,22479.72
6558,842,129,1,26614.81,26614.81
6559,7592,184,2,11969.83,23939.66
6560,6725,177,5,27819.2,139096.0
6561,6605,156,2,8218.62,16437.24
6562,4888,290,1,45236.57,45236.57
6563,7450,297,2,18905.09,37810.18
6564,5517,154,4,2243.89,8975.56
6565,982,268,1,20432.05,20432.05
6566,9603,71,5,8440.48,42202.4
6567,8712,96,4,21709.47,86837.88
6568,4547,207,2,4033.84,8067.68
6569,3013,300,5,45685.69,228428.45
6570,4307,167,1,23806.5,23806.5
6571,9122,135,5,40034.87,200174.35
6572,41,69,5,20314.1,101570.5
6573,9944,42,4,45485.67,181942.68
6574,1323,66,1,15025.94,15025.94
6575,1000,3,2,45140.21,90280.42
6576,3480,24,4,31451.81,125807.24
6577,8502,212,2,34569.66,69139.32
6578,3842,260,1,6714.6,6714.6
6579,7569,177,5,15525.06,77625.3
6580,417,267,5,8683.96,43419.8
6581,4462,58,3,45658.61,136975.83
6582,1699,118,4,41339.13,165356.52
6583,9403,260,4,29581.07,118324.28
6584,4221,186,3,21369.18,64107.54
6585,3116,254,2,26484.57,52969.14
6586,1456,208,4,49542.03,198168.12
6587,8093,157,2,24880.89,49761.78
6588,8865,190,3,48805.84,146417.52
6589,4865,195,1,7781.7,7781.7
6590,4770,151,4,17818.24,71272.96
6591,119,260,4,27400.97,109603.88
6592,1801,201,1,9560.23,9560.23
6593,5466,82,4,41522.86,166091.44
6594,2436,181,5,5243.04,26215.2
6595,4746,103,2,29065.39,58130.78
6596,4262,276,1,26934.1,26934.1
6597,8190,226,1,34673.8,34673.8
6598,6622,38,5,13721.01,68605.05
6599,3686,151,3,40293.78,120881.34
6600,1439,252,5,33362.02,166810.1
6601,2906,292,4,26776.28,107105.12
6602,7277,69,5,3263.94,16319.7
6603,8579,151,3,9759.45,29278.35
6604,7241,197,4,37836.88,151347.52
6605,7564,239,2,40797.35,81594.7
6606,6400,149,1,31699.48,31699.48
6607,9474,109,2,8179.01,16358.02
6608,5054,73,4,40508.36,162033.44
6609,1736,112,2,7994.0,15988.0
6610,1471,56,5,34189.43,170947.15
6611,8343,113,2,14627.41,29254.82
6612,2313,200,3,19194.07,57582.21
6613,2684,271,3,1673.54,5020.62
6614,9117,234,4,33609.51,134438.04
6615,7989,153,5,14824.4,74122.0
6616,5619,182,5,37332.04,186660.2
6617,1001,25,4,39716.88,158867.52
6618,9895,269,3,28060.8,84182.4
6619,9183,225,1,42824.07,42824.07
6620,3496,268,1,5557.29,5557.29
6621,1634,272,3,14003.72,42011.16
6622,9848,88,2,11411.29,22822.58
6623,5343,164,1,25630.0,25630.0
6624,6068,128,3,49690.68,149072.04
6625,3431,17,1,19759.7,19759.7
6626,2796,170,1,45748.23,45748.23
6627,3692,293,2,3739.55,7479.1
6628,8574,97,4,16193.44,64773.76
6629,1562,177,4,7392.51,29570.04
6630,8657,256,1,34455.51,34455.51
6631,109,110,2,21766.76,43533.52
6632,2571,84,3,34454.04,103362.12
6633,9404,160,4,34574.11,138296.44
6634,8850,196,3,37784.33,113352.99
6635,1853,266,5,17194.8,85974.0
6636,6060,127,3,13519.98,40559.94
6637,2791,186,3,10272.77,30818.31
6638,2889,86,5,1532.88,7664.4
6639,3472,233,3,47248.64,141745.92
6640,4246,50,1,15942.65,15942.65
6641,8686,252,2,18342.42,36684.84
6642,2836,299,1,38395.09,38395.09
6643,4381,122,2,36845.48,73690.96
6644,8469,65,4,15917.04,63668.16
6645,6269,89,2,6072.76,12145.52
6646,3301,299,5,7732.37,38661.85
6647,6,35,3,36531.47,109594.41
6648,880,136,1,6885.94,6885.94
6649,1491,174,1,20381.37,20381.37
6650,8922,146,5,28093.82,140469.1
6651,2591,52,3,29125.12,87375.36
6652,6104,61,2,29694.57,59389.14
6653,4345,91,2,20404.68,40809.36
6654,9411,57,5,41441.57,207207.85
6655,6606,87,4,12921.22,51684.88
6656,5426,70,5,8545.6,42728.0
6657,5408,161,1,49399.81,49399.81
6658,9255,122,3,25893.47,77680.41
6659,8595,74,4,49262.88,197051.52
6660,8301,160,4,31478.25,125913.0
6661,903,254,2,22331.08,44662.16
6662,9896,249,3,32657.3,97971.9
6663,915,39,2,33585.61,67171.22
6664,1121,223,1,586.1,586.1
6665,6513,10,4,17183.82,68735.28
6666,8779,269,5,36525.83,182629.15
6667,4569,3,4,28693.42,114773.68
6668,4487,80,2,3807.27,7614.54
6669,1282,116,3,3285.28,9855.84
6670,189,166,5,24553.98,122769.9
6671,8695,271,1,8644.9,8644.9
6672,6730,95,3,18100.95,54302.85
6673,7370,223,1,960.04,960.04
6674,5384,16,5,24701.41,123507.05
6675,8514,30,1,28119.12,28119.12
6676,3451,100,3,35383.11,106149.33
6677,4815,245,2,30036.5,60073.0
6678,9449,78,2,10111.29,20222.58
6679,5435,102,4,44388.4,177553.6
6680,3858,267,4,4451.31,17805.24
6681,637,124,2,48918.28,97836.56
6682,2958,167,4,37745.32,150981.28
6683,8476,105,4,26586.12,106344.48
6684,3548,246,1,34486.05,34486.05
6685,4731,19,4,32790.03,131160.12
6686,2066,295,3,38912.35,116737.05
6687,1878,1,3,17014.57,51043.71
6688,1628,240,4,39884.44,159537.76
6689,5398,252,3,7210.01,21630.03
6690,5766,57,3,21803.03,65409.09
6691,6986,34,5,7627.56,38137.8
6692,2749,277,1,503.31,503.31
6693,3599,98,4,24915.99,99663.96
6694,3742,97,5,3895.11,19475.55
6695,2898,89,3,19177.76,57533.28
6696,2570,244,1,37684.88,37684.88
6697,1936,54,1,2928.03,2928.03
6698,7722,51,4,29474.13,117896.52
6699,7523,13,4,30754.43,123017.72
6700,3763,220,5,22207.4,111037.0
6701,355,68,5,36353.77,181768.85
6702,9615,249,4,24237.08,96948.32
6703,7900,207,4,18204.37,72817.48
6704,811,170,4,47170.97,188683.88
6705,8110,165,2,31961.94,63923.88
6706,6071,67,4,14537.12,58148.48
6707,50,100,4,10757.15,43028.6
6708,5594,101,2,14878.71,29757.42
6709,9175,134,3,22950.63,68851.89
6710,1558,197,2,23617.28,47234.56
6711,909,125,5,48277.47,241387.35
6712,4114,257,2,48263.96,96527.92
6713,5090,293,2,10345.81,20691.62
6714,6971,229,5,46945.58,234727.9
6715,8706,83,1,3612.33,3612.33
6716,7226,77,5,10299.66,51498.3
6717,4126,61,3,19195.18,57585.54
6718,2425,230,4,2315.9,9263.6
6719,9053,1,3,9949.7,29849.1
6720,325,202,4,48282.23,193128.92
6721,3857,261,1,24738.29,24738.29
6722,8895,33,4,44984.18,179936.72
6723,3378,48,3,48480.81,145442.43
6724,1273,257,5,47394.8,236974.0
6725,6982,278,4,24063.78,96255.12
6726,6224,252,1,48967.66,48967.66
6727,3748,65,3,45205.34,135616.02
6728,6574,86,5,7361.99,36809.95
6729,8613,69,2,33110.14,66220.28
6730,1056,21,4,191.12,764.48
6731,9882,149,5,8230.78,41153.9
6732,5181,284,2,39551.27,79102.54
6733,9452,63,5,1619.62,8098.1
6734,3821,69,1,46831.44,46831.44
6735,9888,288,1,32385.89,32385.89
6736,7585,42,3,49348.98,148046.94
6737,8729,158,4,21198.89,84795.56
6738,6988,45,2,13643.16,27286.32
6739,496,173,4,25184.96,100739.84
6740,6180,14,5,12816.19,64080.95
6741,5052,82,2,33324.2,66648.4
6742,6240,179,3,42067.87,126203.61
6743,6779,113,5,18854.95,94274.75
6744,7784,296,3,7892.74,23678.22
6745,5928,183,2,3836.79,7673.58
6746,2692,234,5,49586.19,247930.95
6747,6005,63,2,15820.8,31641.6
6748,57,22,4,46437.54,185750.16
6749,744,256,2,25559.64,51119.28
6750,4205,42,4,11585.81,46343.24
6751,2408,258,1,17030.43,17030.43
6752,2327,155,2,25531.33,51062.66
6753,843,149,4,31294.11,125176.44
6754,7825,177,4,5107.91,20431.64
6755,6431,278,4,5587.44,22349.76
6756,6804,230,1,14014.83,14014.83
6757,3816,51,2,45471.29,90942.58
6758,4784,219,4,39379.78,157519.12
6759,5336,260,1,39681.43,39681.43
6760,7631,297,5,14408.72,72043.6
6761,9477,163,3,17261.96,51785.88
6762,4700,267,4,35274.2,141096.8
6763,2484,170,2,42744.85,85489.7
6764,1475,160,1,34293.31,34293.31
6765,1039,71,3,22456.52,67369.56
6766,9145,230,3,28861.51,86584.53
6767,8608,200,4,6995.86,27983.44
6768,3330,245,5,3612.69,18063.45
6769,4704,34,1,4673.93,4673.93
6770,1969,264,3,2746.16,8238.48
6771,3401,167,1,31665.8,31665.8
6772,7778,286,4,36679.7,146718.8
6773,7174,266,4,25621.94,102487.76
6774,5713,114,3,16147.34,48442.02
6775,7997,11,3,46838.14,140514.42
6776,3834,101,5,9878.11,49390.55
6777,9648,97,4,22835.5,91342.0
6778,401,229,5,42822.13,214110.65
6779,3876,222,5,37624.74,188123.7
6780,5014,14,2,20218.12,40436.24
6781,9034,112,3,20340.5,61021.5
6782,1683,210,2,22384.87,44769.74
6783,548,284,2,34194.81,68389.62
6784,2611,9,5,20337.88,101689.4
6785,7976,33,3,17717.56,53152.68
6786,7270,117,2,33379.98,66759.96
6787,1720,142,1,4019.48,4019.48
6788,2342,126,4,10053.91,40215.64
6789,8442,108,3,16316.96,48950.88
6790,2486,248,1,43190.8,43190.8
6791,6901,80,3,44022.17,132066.51
6792,4022,126,4,34995.47,139981.88
6793,5641,121,2,48158.76,96317.52
6794,9817,8,2,29906.68,59813.36
6795,6562,189,1,15164.06,15164.06
6796,3019,62,2,30073.74,60147.48
6797,6334,83,1,40256.04,40256.04
6798,9300,179,5,18523.21,92616.05
6799,6468,117,5,38222.6,191113.0
6800,3618,106,3,25634.03,76902.09
6801,6717,132,3,40154.03,120462.09
6802,2896,141,1,40454.95,40454.95
6803,5559,247,2,35047.48,70094.96
6804,8031,110,4,28489.66,113958.64
6805,2112,237,1,49411.24,49411.24
6806,5520,33,3,8390.48,25171.44
6807,7620,25,5,25513.05,127565.25
6808,3937,272,1,22775.37,22775.37
6809,7922,100,3,27792.43,83377.29
6810,6803,242,4,41410.49,165641.96
6811,5903,240,4,43430.16,173720.64
6812,1838,266,5,48276.39,241381.95
6813,8066,285,2,33942.26,67884.52
6814,6668,170,1,18723.53,18723.53
6815,5838,261,5,38138.78,190693.9
6816,5714,31,5,39210.4,196052.0
6817,3600,239,1,5425.21,5425.21
6818,4595,230,4,20649.44,82597.76
6819,7031,265,3,17176.5,51529.5
6820,4246,90,4,23461.48,93845.92
6821,2211,96,1,12930.45,12930.45
6822,5112,105,5,23669.54,118347.7
6823,5003,252,3,33334.22,100002.66
6824,1445,200,2,17835.11,35670.22
6825,7578,53,2,29088.25,58176.5
6826,3401,68,5,30935.27,154676.35
6827,9725,279,1,15624.22,15624.22
6828,5645,91,5,7156.81,35784.05
6829,7884,52,5,19789.58,98947.9
6830,76,147,1,22665.9,22665.9
6831,8532,149,1,16723.19,16723.19
6832,7348,21,1,1051.69,1051.69
6833,6373,81,4,25710.98,102843.92
6834,5673,12,5,37714.35,188571.75
6835,5052,33,1,5708.84,5708.84
6836,7048,254,2,41685.77,83371.54
6837,2145,48,4,21729.57,86918.28
6838,4745,269,4,25727.23,102908.92
6839,4449,207,3,45976.08,137928.24
6840,8880,44,3,30790.88,92372.64
6841,6336,204,5,14324.81,71624.05
6842,2574,233,1,44500.31,44500.31
6843,6074,197,2,7985.59,15971.18
6844,4885,239,1,22619.14,22619.14
6845,5966,290,5,11767.52,58837.6
6846,2114,164,4,26680.22,106720.88
6847,168,207,4,33594.85,134379.4
6848,2786,171,5,46832.52,234162.6
6849,5415,265,2,41676.18,83352.36
6850,1414,132,2,2261.32,4522.64
6851,7162,198,5,11279.31,56396.55
6852,1534,250,3,40422.59,121267.77
6853,2337,238,5,24567.14,122835.7
6854,2760,182,1,30893.23,30893.23
6855,6765,94,4,27824.7,111298.8
6856,2904,48,3,44690.86,134072.58
6857,8833,36,3,24802.75,74408.25
6858,4961,164,4,12407.14,49628.56
6859,4207,146,2,42145.8,84291.6
6860,5772,37,2,5486.55,10973.1
6861,529,49,1,42466.43,42466.43
6862,1834,29,1,23686.77,23686.77
6863,1862,214,2,4058.21,8116.42
6864,3730,38,1,9940.94,9940.94
6865,6823,235,4,49189.58,196758.32
6866,1026,38,2,11325.47,22650.94
6867,2175,30,3,7685.45,23056.35
6868,7240,5,2,28653.2,57306.4
6869,6156,127,2,7689.81,15379.62
6870,6725,73,1,18609.03,18609.03
6871,6006,195,2,6441.03,12882.06
6872,9468,204,3,4098.62,12295.86
6873,3879,249,2,25644.96,51289.92
6874,6892,47,3,28586.32,85758.96
6875,1739,198,5,21178.1,105890.5
6876,1872,66,5,17620.45,88102.25
6877,6084,30,2,28294.4,56588.8
6878,618,212,2,37601.39,75202.78
6879,8254,270,2,38886.88,77773.76
6880,547,138,2,18638.91,37277.82
6881,1752,157,5,24428.05,122140.25
6882,6700,107,3,28711.93,86135.79
6883,5130,118,3,12217.41,36652.23
6884,4636,291,3,43991.7,131975.1
6885,2057,191,2,42220.64,84441.28
6886,5588,221,1,25629.33,25629.33
6887,4817,251,1,24357.34,24357.34
6888,1419,57,4,46267.93,185071.72
6889,3412,105,4,45856.09,183424.36
6890,6205,52,5,32852.25,164261.25
6891,1063,189,1,16880.51,16880.51
6892,4827,245,2,27445.25,54890.5
6893,1468,93,5,45653.76,228268.8
6894,8457,186,3,39910.05,119730.15
6895,3429,11,1,3699.22,3699.22
6896,9018,108,4,9543.56,38174.24
6897,7174,202,1,43806.68,43806.68
6898,5541,263,5,14966.82,74834.1
6899,5748,40,4,1649.69,6598.76
6900,1124,43,4,49812.52,199250.08
6901,4545,108,5,8835.21,44176.05
6902,2594,284,4,47831.35,191325.4
6903,1546,180,5,36771.17,183855.85
6904,5696,182,3,24186.68,72560.04
6905,7943,176,5,15183.75,75918.75
6906,7205,26,1,28966.46,28966.46
6907,8020,270,5,5317.63,26588.15
6908,528,297,1,35532.32,35532.32
6909,202,157,2,12507.95,25015.9
6910,990,196,1,41372.88,41372.88
6911,7347,278,4,9306.53,37226.12
6912,2838,50,4,14461.14,57844.56
6913,7883,122,2,19782.25,39564.5
6914,7056,46,1,33964.86,33964.86
6915,9614,215,1,20425.84,20425.84
6916,7244,221,4,23815.09,95260.36
6917,1726,183,4,5407.88,21631.52
6918,8501,236,1,28145.86,28145.86
6919,2326,24,1,22133.88,22133.88
6920,8413,120,4,16890.99,67563.96
6921,8027,168,3,15789.95,47369.85
6922,6151,44,5,2486.76,12433.8
6923,2765,254,5,12373.63,61868.15
6924,6965,242,3,26081.54,78244.62
6925,8696,168,1,27231.16,27231.16
6926,5747,45,2,47393.69,94787.38
6927,3631,216,2,3975.38,7950.76
6928,8053,202,5,10219.79,51098.95
6929,1648,50,4,23987.25,95949.0
6930,3250,162,3,17403.27,52209.81
6931,6908,119,4,28556.84,114227.36
6932,4202,247,5,33736.71,168683.55
6933,4354,129,1,35167.98,35167.98
6934,3364,125,4,44251.58,177006.32
6935,661,87,4,5185.0,20740.0
6936,3311,256,4,3503.07,14012.28
6937,3671,165,2,9505.38,19010.76
6938,3519,42,5,629.69,3148.45
6939,2827,240,1,5944.99,5944.99
6940,532,128,2,47726.63,95453.26
6941,8420,291,3,27450.22,82350.66
6942,3904,244,2,20119.12,40238.24
6943,93,41,5,2571.01,12855.05
6944,9928,218,2,7857.53,15715.06
6945,206,284,1,35120.99,35120.99
6946,5548,284,3,5495.9,16487.7
6947,7166,231,4,20252.11,81008.44
6948,7986,154,5,31825.52,159127.6
6949,1816,111,3,37520.64,112561.92
6950,9183,176,5,26784.19,133920.95
6951,2254,235,2,6793.55,13587.1
6952,7506,229,4,34006.29,136025.16
6953,9003,113,2,34444.77,68889.54
6954,8803,283,4,8676.96,34707.84
6955,9430,144,4,5971.33,23885.32
6956,1048,11,4,36306.7,145226.8
6957,5600,5,5,44330.3,221651.5
6958,5728,235,2,33899.52,67799.04
6959,6922,237,4,14402.2,57608.8
6960,6877,165,5,49567.61,247838.05
6961,9610,289,4,37586.07,150344.28
6962,4076,106,3,21794.66,65383.98
6963,4129,283,2,22265.52,44531.04
6964,6114,86,2,9725.01,19450.02
6965,9699,232,1,22401.1,22401.1
6966,4611,190,1,44447.46,44447.46
6967,3642,173,4,34705.51,138822.04
6968,8065,235,2,49499.66,98999.32
6969,6181,50,4,43190.87,172763.48
6970,6247,93,2,44182.99,88365.98
6971,1024,175,4,42160.07,168640.28
6972,1828,182,5,29398.13,146990.65
6973,576,114,4,18414.22,73656.88
6974,2403,114,1,35657.48,35657.48
6975,3408,40,1,1360.27,1360.27
6976,6275,129,2,47763.81,95527.62
6977,1792,248,5,32901.11,164505.55
6978,8733,74,3,44900.66,134701.98
6979,2353,93,2,38435.14,76870.28
6980,9272,35,1,48387.63,48387.63
6981,8756,138,1,46053.19,46053.19
6982,2199,185,2,1669.78,3339.56
6983,4375,99,3,21787.52,65362.56
6984,8776,64,5,20357.38,101786.9
6985,8640,132,2,42320.91,84641.82
6986,5861,204,2,22304.19,44608.38
6987,9532,237,2,26986.26,53972.52
6988,343,182,2,27625.8,55251.6
6989,5618,3,5,36201.04,181005.2
6990,6683,179,4,27020.68,108082.72
6991,5179,59,5,31195.92,155979.6
6992,2061,149,4,48589.88,194359.52
6993,3594,85,2,25942.1,51884.2
6994,7373,230,4,48218.93,192875.72
6995,3835,265,1,19731.87,19731.87
6996,2194,34,2,7462.93,14925.86
6997,5960,169,1,43352.79,43352.79
6998,7457,3,5,49208.15,246040.75
6999,2000,186,5,33540.72,167703.6
7000,1086,199,3,30206.91,90620.73
7001,3174,238,5,3084.78,15423.9
7002,5859,13,4,30101.57,120406.28
7003,853,16,5,31661.86,158309.3
7004,4223,36,3,24758.99,74276.97
7005,2362,49,5,21113.58,105567.9
7006,3186,286,1,33621.01,33621.01
7007,2757,63,1,8245.22,8245.22
7008,1449,268,3,25957.31,77871.93
7009,3738,244,5,5098.76,25493.8
7010,5999,287,3,48106.89,144320.67
7011,7544,266,3,9069.96,27209.88
7012,7901,82,1,31653.64,31653.64
7013,9878,260,2,45227.12,90454.24
7014,726,237,3,46608.97,139826.91
7015,2749,6,5,4017.22,20086.1
7016,9869,114,4,10469.42,41877.68
7017,797,61,2,36175.81,72351.62
7018,5857,237,3,32374.0,97122.0
7019,5398,107,4,45246.65,180986.6
7020,6049,82,1,35757.49,35757.49
7021,4026,293,1,18736.69,18736.69
7022,4385,172,5,719.38,3596.9
7023,7435,15,5,8059.43,40297.15
7024,8864,278,5,10619.4,53097.0
7025,5203,300,5,22182.7,110913.5
7026,5174,183,1,6666.65,6666.65
7027,2786,257,4,41148.62,164594.48
7028,9537,280,2,39759.97,79519.94
7029,656,87,3,14633.37,43900.11
7030,762,10,2,4361.96,8723.92
7031,365,254,5,47140.62,235703.1
7032,1420,176,4,4283.29,17133.16
7033,4139,61,2,4037.04,8074.08
7034,8916,141,5,33447.12,167235.6
7035,598,103,2,25416.19,50832.38
7036,2036,146,2,24342.41,48684.82
7037,8935,41,1,25059.56,25059.56
7038,6972,277,3,33261.41,99784.23
7039,5470,56,4,27136.7,108546.8
7040,1660,10,5,14905.85,74529.25
7041,6502,177,4,33989.36,135957.44
7042,2992,99,2,15549.99,31099.98
7043,6055,129,3,42723.4,128170.2
7044,1414,42,2,39997.91,79995.82
7045,4838,190,3,9296.26,27888.78
7046,7264,73,4,5741.19,22964.76
7047,3984,73,5,15472.12,77360.6
7048,9041,290,2,45908.08,91816.16
7049,5807,290,5,32565.58,162827.9
7050,6116,58,1,38125.15,38125.15
7051,7467,241,1,6247.04,6247.04
7052,7093,230,2,42959.14,85918.28
7053,5154,241,5,9564.54,47822.7
7054,2899,54,5,36878.4,184392.0
7055,7946,128,3,30865.86,92597.58
7056,149,260,3,35427.0,106281.0
7057,9774,115,4,14478.99,57915.96
7058,6239,208,1,5804.72,5804.72
7059,7855,157,1,28333.72,28333.72
